,word,a_mean,v_mean,freq1,pos1,freq2,pos2,letter_count
9557,propaganda,5.0,3.36,1100.0,n,12,NoC,10
9561,property,4.75,6.0,16646.0,n,167,NoC,8
9565,proportion,3.73,5.2,7822.0,n,78,NoC,10
9566,proposal,4.73,5.45,10963.0,n,111,NoC,8
9568,proposition,4.86,5.84,2018.0,n,20,NoC,11
9575,prosecution,4.56,3.37,2464.0,n,26,NoC,11
9577,prospect,3.68,5.78,5014.0,n,54,NoC,8
9582,prosperity,5.3,7.1,1106.0,n,11,NoC,10
9591,protection,4.32,6.73,8025.0,n,81,NoC,10
9594,protein,2.95,6.55,4037.0,n,41,NoC,7
9595,protest,4.18,4.42,2660.0,v,40,NoC,7
9597,protocol,3.83,5.1,1396.0,n,14,NoC,8
9605,provider,3.73,6.26,1157.0,n,12,NoC,8
9606,province,3.33,5.14,3074.0,n,33,NoC,8
9608,provision,4.19,5.74,12876.0,n,129,NoC,9
9640,psychologist,3.78,5.05,1360.0,n,14,NoC,12
9641,psychology,3.41,4.81,2536.0,n,26,NoC,10
9649,pub,4.36,5.45,5127.0,n,51,NoC,3
9653,public,3.35,5.33,7411.0,n,96,NoC,6
9654,publication,2.79,5.48,5706.0,n,57,NoC,11
9656,publicity,4.57,4.89,2461.0,n,25,NoC,9
9658,publisher,3.39,5.05,2993.0,n,30,NoC,9
9659,publishing,2.96,5.14,1277.0,n,22,NoC,10
9662,pudding,3.8,6.72,1102.0,n,11,NoC,7
9676,pulse,4.85,6.38,1312.0,n,15,NoC,5
9677,pump,4.0,4.0,1191.0,v,15,NoC,4
9680,punch,5.8,3.27,979.0,v,11,NoC,5
9689,punishment,5.07,2.76,2418.0,n,25,NoC,10
9695,pupil,3.76,5.53,10320.0,n,105,NoC,5
9699,purchase,5.1,6.47,3764.0,v,39,NoC,8
9707,purpose,5.05,6.67,15159.0,n,152,NoC,7
9711,pursuit,5.67,4.79,1614.0,n,16,NoC,7
9738,quality,3.65,6.86,18415.0,n,188,NoC,7
9740,quantity,3.84,5.33,4238.0,n,43,NoC,8
9744,quarry,3.57,4.74,1109.0,n,13,NoC,6
9746,quarter,3.85,5.61,9203.0,n,92,NoC,7
9754,queen,5.05,6.52,4399.0,n,80,NoC,5
9757,query,3.76,5.24,993.0,n,11,NoC,5
9759,question,3.67,6.36,4570.0,v,390,NoC,8
9761,questionnaire,3.43,4.9,1662.0,n,17,NoC,13
9762,queue,3.1,5.26,1142.0,n,12,NoC,5
9779,quota,4.09,4.1,1376.0,n,14,NoC,5
9783,rabbit,3.98,7.21,2124.0,n,25,NoC,6
9788,race,5.2,5.44,3295.0,v,90,NoC,4
9793,racism,5.88,1.48,1069.0,n,11,NoC,6
9804,radiation,4.56,3.32,1789.0,n,18,NoC,9
9807,radio,3.84,6.0,9066.0,n,91,NoC,5
9818,rage,6.62,2.5,1197.0,n,13,NoC,4
9823,raid,5.62,3.35,2067.0,n,21,NoC,4
9825,rail,2.62,5.1,4502.0,n,46,NoC,4
9828,railway,3.25,5.42,8793.0,n,91,NoC,7
9829,rain,3.29,6.58,1287.0,v,64,NoC,4
9840,rally,5.35,4.71,817.0,v,16,NoC,5
9841,ram,4.5,4.37,813.0,n,10,NoC,3
9853,range,3.9,5.11,2882.0,v,203,NoC,5
9855,rank,3.67,5.26,939.0,v,34,NoC,4
9860,rape,7.24,1.54,1017.0,v,20,NoC,4
9872,rat,5.9,3.21,2130.0,n,24,NoC,3
9874,rate,4.17,5.68,1418.0,v,303,NoC,4
9875,rating,4.77,4.64,1135.0,n,17,NoC,6
9876,ratio,3.11,4.68,3635.0,n,37,NoC,5
9895,reach,3.35,5.78,22992.0,v,16,NoC,5
9897,reaction,3.95,4.68,7565.0,n,76,NoC,8
9899,reactor,4.42,4.47,1270.0,n,13,NoC,7
9901,reader,4.45,6.52,8592.0,n,88,NoC,6
9909,reality,4.1,5.73,7280.0,n,74,NoC,7
9912,realm,4.0,5.39,1271.0,n,13,NoC,5
9917,rear,3.86,4.68,901.0,v,12,NoC,4
9919,reason,3.33,6.27,29194.0,n,289,NoC,6
9921,reasoning,5.68,6.25,954.0,n,10,NoC,9
9926,rebel,5.29,4.37,1990.0,n,21,NoC,5
9927,rebellion,5.09,4.79,1055.0,n,11,NoC,9
9939,receipt,4.5,5.41,1874.0,n,19,NoC,7
9941,receiver,3.89,4.9,1855.0,n,20,NoC,8
9944,reception,4.05,6.0,2459.0,n,26,NoC,9
9949,recession,4.7,2.68,3842.0,n,39,NoC,9
9952,recipe,4.45,6.85,1868.0,n,19,NoC,6
9953,recipient,5.53,5.68,1015.0,n,11,NoC,9
9965,recognition,4.45,6.68,5759.0,n,58,NoC,11
9972,recommendation,3.0,6.1,3917.0,n,40,NoC,14
9981,reconstruction,4.86,4.79,1143.0,n,12,NoC,14
9984,record,3.3,5.89,10315.0,v,197,NoC,6
9985,recorder,3.32,5.53,1134.0,n,12,NoC,8
9986,recording,3.53,5.22,3486.0,n,35,NoC,9
9990,recovery,4.12,6.43,3882.0,n,39,NoC,8
9996,recruitment,4.0,4.81,1523.0,n,16,NoC,11
10006,red,5.02,5.67,1808.0,n,27,NoC,3
10017,reduction,3.0,5.0,6106.0,n,61,NoC,9
10018,redundancy,3.35,3.86,1727.0,n,18,NoC,10
10032,referee,3.65,5.1,1416.0,n,14,NoC,7
10033,reference,3.41,5.63,9638.0,n,98,NoC,9
10034,referral,4.52,5.52,914.0,n,12,NoC,8
10041,reflection,4.1,5.7,2472.0,n,25,NoC,10
10044,reform,4.78,5.05,1171.0,v,82,NoC,6
10051,refuge,3.36,5.95,968.0,n,11,NoC,6
10052,refugee,4.29,4.68,2721.0,n,28,NoC,7
10054,refusal,3.0,2.95,1925.0,n,20,NoC,7
10059,regard,3.39,5.7,10066.0,v,17,NoC,6
10064,regime,3.89,4.17,4150.0,n,41,NoC,6
10066,regiment,3.0,5.16,1492.0,n,15,NoC,8
10068,region,3.24,5.21,13452.0,n,141,NoC,6
10070,register,3.14,5.43,4150.0,v,27,NoC,8
10072,registration,3.09,4.79,2337.0,n,24,NoC,12
10081,regulation,3.45,4.15,6741.0,n,68,NoC,10
10087,rehearsal,4.84,6.1,934.0,n,10,NoC,9
10089,reign,4.17,5.4,1814.0,n,18,NoC,5
10102,rejection,5.05,2.6,1484.0,n,15,NoC,9
10108,relation,4.36,5.84,19628.0,n,140,NoC,8
10109,relationship,5.0,7.83,18866.0,n,189,NoC,12
10110,relative,3.86,5.9,3157.0,n,36,NoC,8
10113,relaxation,3.15,8.0,1236.0,n,13,NoC,10
10117,release,4.55,6.64,7822.0,v,53,NoC,7
10119,relevance,4.84,5.7,1654.0,n,17,NoC,9
10123,relief,4.42,6.63,6721.0,n,68,NoC,6
10125,religion,5.0,5.42,4798.0,n,51,NoC,8
10133,reluctance,4.42,4.05,1024.0,n,10,NoC,10
10137,remainder,4.18,5.63,1708.0,n,17,NoC,9
10140,remark,3.0,5.05,2487.0,v,32,NoC,6
10145,remedy,4.33,6.62,2224.0,n,24,NoC,6
10149,reminder,3.48,6.0,1229.0,n,13,NoC,8
10157,removal,3.86,4.26,2178.0,n,22,NoC,7
10167,renewal,5.23,5.86,1055.0,n,11,NoC,7
10172,rent,4.25,4.41,3457.0,n,36,NoC,4
10178,repair,3.38,4.89,1827.0,v,26,NoC,6
10188,repetition,4.24,4.64,1035.0,n,11,NoC,10
10192,replacement,4.24,5.45,2931.0,n,29,NoC,11
10197,reply,3.44,6.15,7445.0,v,36,NoC,5
10198,report,3.52,4.77,20660.0,v,325,NoC,6
10199,reporter,3.17,4.57,1917.0,n,19,NoC,8
10205,representation,4.36,4.86,5030.0,n,51,NoC,14
10206,representative,3.73,5.26,5942.0,n,65,NoC,14
10214,reproduction,4.71,6.67,1270.0,n,13,NoC,12
10218,republic,3.48,4.8,4110.0,n,58,NoC,8
10219,republican,3.11,4.26,1544.0,n,17,NoC,10
10223,reputation,5.0,5.63,3923.0,n,39,NoC,10
10225,request,4.45,5.85,2709.0,v,51,NoC,7
10227,requirement,3.27,5.1,9234.0,n,93,NoC,11
10234,rescue,5.0,7.04,1784.0,v,17,NoC,6
10235,research,4.8,6.5,1645.0,v,258,NoC,8
10236,researcher,2.86,5.7,3396.0,n,36,NoC,10
10241,resentment,5.19,3.0,1068.0,n,11,NoC,10
10242,reservation,4.24,5.0,1632.0,n,16,NoC,11
10243,reserve,4.16,6.14,2349.0,v,34,NoC,7
10245,reservoir,3.22,5.37,1018.0,n,11,NoC,9
10248,residence,3.17,6.74,1789.0,n,19,NoC,9
10252,residue,3.39,3.95,865.0,n,10,NoC,7
10254,resignation,4.7,4.19,2398.0,n,24,NoC,11
10258,resistance,5.23,3.74,3799.0,n,38,NoC,10
10261,resolution,3.7,6.0,4282.0,n,44,NoC,10
10264,resort,4.16,7.76,2359.0,n,23,NoC,6
10266,resource,3.71,5.63,12790.0,n,128,NoC,8
10268,respect,4.79,6.79,2087.0,v,64,NoC,7
10278,response,3.56,5.95,14627.0,n,126,NoC,8
10279,responsibility,5.3,4.68,12078.0,n,122,NoC,14
10282,rest,2.29,7.86,4706.0,v,143,NoC,4
10284,restaurant,4.19,6.95,5100.0,n,51,NoC,10
10289,restoration,3.76,5.8,1981.0,n,20,NoC,11
10293,restraint,4.05,3.47,1332.0,n,15,NoC,9
10296,restriction,4.58,4.0,3984.0,n,40,NoC,11
10298,result,4.14,6.11,9912.0,v,334,NoC,6
10315,retirement,4.09,6.6,3407.0,n,35,NoC,10
10320,retreat,4.12,4.92,1057.0,v,11,NoC,7
10329,return,3.29,5.95,23976.0,v,102,NoC,6
10335,revelation,3.85,5.94,1412.0,n,14,NoC,10
10336,revenge,6.14,2.75,949.0,n,11,NoC,7
10337,revenue,4.78,7.0,5322.0,n,53,NoC,7
10344,review,3.77,5.09,4314.0,v,89,NoC,6
10347,revision,4.19,4.62,1297.0,n,14,NoC,8
10349,revival,4.31,6.38,1121.0,n,12,NoC,7
10354,revolution,5.68,4.81,4629.0,n,49,NoC,10
10361,reward,5.58,7.47,1510.0,v,28,NoC,6
10374,rhythm,5.14,6.42,2051.0,n,21,NoC,6
10376,rib,2.29,6.1,1022.0,n,12,NoC,3
10377,ribbon,3.63,6.7,1005.0,n,10,NoC,6
10378,rice,3.0,5.7,1610.0,n,16,NoC,4
10387,ride,5.1,6.27,5104.0,v,20,NoC,4
10388,rider,4.41,5.36,1697.0,n,17,NoC,5
10389,ridge,3.52,4.62,1427.0,n,17,NoC,5
10395,rifle,6.14,4.3,1060.0,n,11,NoC,5
10399,right,5.0,7.32,31873.0,n,299,NoC,5
10408,ring,4.43,7.09,7693.0,v,52,NoC,4
10415,riot,6.19,3.15,1524.0,n,18,NoC,4
10422,rise,5.3,5.73,15106.0,v,81,NoC,4
10423,risk,6.43,5.17,2430.0,v,129,NoC,4
10427,ritual,4.1,4.52,1399.0,n,14,NoC,6
10429,rival,4.81,4.58,2336.0,n,25,NoC,5
10431,river,4.22,6.72,9300.0,n,114,NoC,5
10437,road,3.81,5.59,23103.0,n,313,NoC,4
10456,rock,3.14,5.72,1076.0,v,93,NoC,4
10459,rod,3.05,4.95,1286.0,n,19,NoC,3
10464,role,4.4,5.1,21016.0,n,210,NoC,4
10465,roll,3.9,5.72,5202.0,v,23,NoC,4
10469,romance,6.06,7.28,1033.0,n,11,NoC,7
10472,roof,3.4,4.48,4832.0,n,48,NoC,4
10476,room,3.1,5.55,36360.0,n,364,NoC,4
10483,root,3.62,5.33,1080.0,v,45,NoC,4
10485,rope,4.58,5.05,2151.0,n,22,NoC,4
10488,rose,2.8,7.11,3500.0,n,41,NoC,4
10502,round,2.5,5.89,1623.0,v,47,NoC,5
10507,route,3.83,5.86,7851.0,n,78,NoC,5
10508,routine,3.15,4.95,3129.0,n,35,NoC,7
10511,row,3.39,5.48,883.0,v,68,NoC,3
10519,rubbish,4.1,3.39,2266.0,n,23,NoC,7
10532,rug,3.24,5.0,1275.0,n,14,NoC,3
10533,rugby,4.1,5.94,2541.0,n,29,NoC,5
10535,ruin,5.4,2.32,1409.0,v,11,NoC,4
10537,rule,3.67,4.5,4234.0,v,187,NoC,4
10538,ruler,4.47,5.0,1552.0,n,16,NoC,5
10539,ruling,4.52,4.22,1384.0,n,13,NoC,6
10547,run,5.24,6.41,40858.0,v,60,NoC,3
10551,runner,5.05,5.68,1452.0,n,15,NoC,6
10552,running,5.52,6.53,2692.0,a,22,NoC,7
10560,rush,6.55,4.05,3216.0,v,14,NoC,4
10575,sack,4.24,5.11,1257.0,v,12,NoC,4
10578,sacrifice,4.95,4.76,929.0,v,11,NoC,9
10591,safety,3.8,7.14,8609.0,n,86,NoC,6
10597,sail,3.74,6.84,2698.0,v,12,NoC,4
10599,sailor,3.87,6.1,1126.0,n,12,NoC,6
10600,saint,3.48,6.4,1437.0,n,16,NoC,5
10602,sake,3.2,5.28,3309.0,n,33,NoC,4
10603,salad,3.78,6.35,1390.0,n,14,NoC,5
10605,salary,4.86,6.42,2926.0,n,29,NoC,6
10606,sale,6.05,6.23,18900.0,n,192,NoC,4
10611,salmon,3.87,6.48,1134.0,n,13,NoC,6
10616,salt,4.53,6.05,3096.0,n,33,NoC,4
10622,salvation,3.55,6.94,1102.0,n,11,NoC,9
10625,sample,2.87,5.76,1083.0,v,71,NoC,6
10629,sanction,4.4,4.43,1472.0,n,16,NoC,8
10633,sand,3.43,6.16,3372.0,n,34,NoC,4
10639,sandwich,4.94,7.18,1616.0,n,19,NoC,8
10660,satellite,5.17,5.56,2075.0,n,22,NoC,9
10663,satisfaction,3.18,7.18,2942.0,n,30,NoC,12
10671,sauce,3.95,6.58,1348.0,n,16,NoC,5
10696,scale,3.8,5.06,8802.0,n,89,NoC,5
10703,scandal,5.64,3.63,1721.0,n,18,NoC,7
10718,scene,1.95,5.94,8882.0,n,89,NoC,5
10721,scent,5.05,6.5,1147.0,n,11,NoC,5
10724,schedule,3.35,4.71,1866.0,v,30,NoC,8
10726,scheme,5.57,3.8,16804.0,n,170,NoC,6
10734,scholar,4.25,6.33,1835.0,n,18,NoC,7
10736,scholarship,5.8,6.76,1077.0,n,11,NoC,11
10738,school,4.57,5.41,52227.0,n,529,NoC,6
10748,science,5.25,6.32,12644.0,n,127,NoC,7
10750,scientist,4.14,5.83,5527.0,n,56,NoC,9
10759,scope,3.48,5.17,3419.0,n,34,NoC,5
10762,score,6.35,6.5,5398.0,v,45,NoC,5
10779,scrap,3.43,4.71,977.0,n,10,NoC,5
10789,screen,4.09,5.55,1175.0,v,57,NoC,6
10799,script,3.65,5.42,1576.0,n,16,NoC,6
10808,scrutiny,4.05,3.83,1239.0,n,12,NoC,8
10814,sculpture,3.48,6.5,1832.0,n,19,NoC,9
10820,sea,2.8,6.56,11430.0,n,139,NoC,3
10824,seal,2.5,5.0,1512.0,v,15,NoC,4
10828,search,3.85,5.56,4657.0,v,56,NoC,6
10833,season,3.2,6.71,12161.0,n,122,NoC,6
10837,seat,3.0,5.22,1345.0,v,109,NoC,4
10845,second,3.48,5.23,9445.0,n,98,NoC,6
10850,secret,4.14,5.33,3986.0,n,36,NoC,6
10851,secretary,3.8,5.18,15106.0,n,162,NoC,9
10855,section,3.75,5.05,23188.0,n,232,NoC,7
10856,sector,4.0,4.67,10937.0,n,110,NoC,6
10859,security,4.19,6.41,15742.0,n,158,NoC,8
10864,sediment,2.91,5.11,1083.0,n,11,NoC,8
10871,seed,3.68,6.38,2821.0,n,32,NoC,4
10879,segment,3.61,4.63,1543.0,n,15,NoC,7
10885,selection,3.95,5.1,6262.0,n,63,NoC,9
10889,self,4.78,6.86,3795.0,n,38,NoC,4
10894,seller,4.09,4.82,2387.0,n,24,NoC,6
10903,seminar,3.74,5.2,1941.0,n,19,NoC,7
10905,senate,3.63,3.38,1293.0,n,13,NoC,6
10915,sensation,4.96,6.14,1886.0,n,19,NoC,9
10917,sense,3.7,6.09,2310.0,v,229,NoC,5
10922,sensitivity,5.3,5.5,1680.0,n,17,NoC,11
10928,sentence,3.09,5.13,1482.0,v,86,NoC,8
10931,sentiment,3.54,6.2,1095.0,n,11,NoC,9
10937,separation,3.67,3.05,1920.0,n,19,NoC,10
10940,sequence,2.9,5.84,5642.0,n,56,NoC,8
10945,sergeant,5.1,3.89,1621.0,n,28,NoC,8
10948,series,3.62,5.23,14348.0,n,144,NoC,6
10953,serum,3.78,4.1,1247.0,n,13,NoC,5
10954,servant,3.77,4.0,4762.0,n,48,NoC,7
10956,server,3.71,5.35,2157.0,n,22,NoC,6
10957,service,2.95,6.83,1522.0,v,549,NoC,7
10960,session,3.38,5.1,6545.0,n,66,NoC,7
10961,set,3.1,5.23,40381.0,v,140,NoC,3
10964,settlement,3.36,5.67,5782.0,n,59,NoC,10
10977,sex,7.6,6.73,9000.0,n,90,NoC,3
10980,sexuality,7.14,5.95,1364.0,n,14,NoC,9
10984,shade,2.91,5.91,2105.0,n,23,NoC,5
10985,shadow,3.1,5.07,4108.0,n,45,NoC,6
10988,shaft,4.65,4.86,1261.0,n,13,NoC,5
10999,shame,5.4,2.62,1896.0,n,19,NoC,5
11006,shape,3.6,5.41,2998.0,v,82,NoC,5
11008,share,3.2,6.22,11505.0,v,161,NoC,5
11009,shareholder,2.96,4.48,3790.0,n,39,NoC,11
11021,shed,3.64,5.37,1485.0,v,14,NoC,4
11022,sheep,2.95,5.32,3043.0,n,30,NoC,5
11025,sheet,2.64,5.57,6583.0,n,66,NoC,5
11027,shelf,3.09,5.62,2419.0,n,26,NoC,5
11028,shell,3.23,6.05,2791.0,n,30,NoC,5
11030,shelter,3.25,6.5,1570.0,n,16,NoC,7
11036,shield,3.65,5.91,1555.0,n,16,NoC,6
11037,shift,3.82,4.95,4131.0,v,34,NoC,5
11039,shilling,3.76,5.36,1024.0,n,10,NoC,8
11050,ship,3.94,6.14,1652.0,v,70,NoC,4
11057,shirt,2.3,5.56,3414.0,n,36,NoC,5
11058,shit,5.67,3.91,1619.0,n,19,NoC,4
11064,shock,5.95,3.9,1275.0,v,45,NoC,5
11068,shoe,2.4,5.78,4746.0,n,48,NoC,4
11076,shop,4.76,5.89,1796.0,v,154,NoC,4
11084,shortage,3.72,3.63,1932.0,n,21,NoC,8
11093,shot,6.48,2.82,4924.0,n,50,NoC,4
11095,shoulder,2.96,5.1,8800.0,n,88,NoC,8
11099,show,4.1,5.91,58152.0,v,105,NoC,4
11104,shower,4.15,7.19,1878.0,n,19,NoC,6
11141,sickness,3.95,2.4,1233.0,n,12,NoC,8
11142,side,3.14,5.32,39626.0,n,398,NoC,4
11155,sigh,2.91,4.29,2388.0,v,12,NoC,4
11156,sight,3.2,7.11,7289.0,n,74,NoC,5
11160,sign,3.19,5.27,9188.0,v,106,NoC,4
11161,signal,4.05,5.27,1571.0,v,46,NoC,6
11162,signature,3.3,5.57,1538.0,n,15,NoC,9
11163,significance,4.0,6.21,4690.0,n,47,NoC,12
11166,silence,3.48,5.25,5747.0,n,57,NoC,7
11172,silk,3.88,6.55,2280.0,n,24,NoC,4
11179,silver,4.0,7.48,2977.0,n,39,NoC,6
11183,similarity,3.14,6.05,1686.0,n,17,NoC,10
11195,sin,5.82,3.08,1851.0,n,19,NoC,3
11200,singer,4.86,6.9,1975.0,n,20,NoC,6
11201,single,3.85,5.39,1777.0,n,15,NoC,6
11205,sink,3.7,4.62,3215.0,v,13,NoC,4
11210,sir,4.33,5.45,6750.0,n,189,NoC,3
11215,sister,3.86,7.0,8592.0,n,95,NoC,6
11219,site,3.55,5.22,15602.0,n,155,NoC,4
11221,situation,4.05,5.33,19856.0,n,198,NoC,9
11227,size,3.14,5.61,14416.0,n,144,NoC,4
11240,sketch,4.33,6.21,1064.0,n,12,NoC,6
11248,skill,4.94,6.65,1610.0,v,126,NoC,5
11254,skin,3.25,5.78,7668.0,n,75,NoC,4
11258,skirt,4.88,6.14,1845.0,n,20,NoC,5
11261,skull,4.98,3.63,1234.0,n,14,NoC,5
11263,sky,2.74,7.32,5594.0,n,56,NoC,3
11280,slave,4.53,2.06,1634.0,n,17,NoC,5
11290,sleep,3.6,7.22,6992.0,v,39,NoC,5
11297,sleeve,3.26,5.95,1625.0,n,16,NoC,6
11301,slice,3.5,5.05,1408.0,n,15,NoC,5
11304,slide,3.3,5.71,3091.0,v,15,NoC,5
11313,slip,4.7,4.33,4897.0,v,12,NoC,4
11322,slope,3.59,5.42,2260.0,n,24,NoC,5
11350,smell,5.24,6.39,2427.0,v,31,NoC,5
11353,smile,4.62,7.89,11477.0,v,69,NoC,5
11361,smoke,5.0,3.44,3516.0,v,29,NoC,5
11377,snake,7.24,4.03,1005.0,n,12,NoC,5
11410,snow,4.57,6.78,3112.0,n,31,NoC,4
11425,soap,2.62,7.1,1385.0,n,15,NoC,4
11432,soccer,4.68,5.84,1153.0,n,13,NoC,6
11435,socialism,4.68,4.0,1610.0,n,17,NoC,9
11439,society,4.55,5.24,28150.0,n,282,NoC,7
11440,sociology,3.82,4.6,1907.0,n,20,NoC,9
11442,sock,3.09,4.43,1108.0,n,12,NoC,4
11448,sofa,2.9,6.26,1159.0,n,12,NoC,4
11454,software,3.83,6.37,9134.0,n,94,NoC,8
11456,soil,2.76,5.21,4737.0,n,48,NoC,4
11461,soldier,5.9,5.45,5353.0,n,54,NoC,7
11466,solicitor,4.0,3.32,5517.0,n,58,NoC,9
11468,solidarity,4.0,5.71,982.0,n,11,NoC,10
11472,solo,4.12,5.91,959.0,n,12,NoC,4
11473,solution,4.29,6.3,9348.0,n,94,NoC,8
11477,son,4.43,6.91,16077.0,n,166,NoC,3
11479,song,4.6,7.59,6846.0,n,68,NoC,4
11498,soul,4.3,6.61,3796.0,n,38,NoC,4
11501,sound,4.14,6.45,9432.0,v,129,NoC,5
11504,soup,4.24,7.05,1471.0,n,15,NoC,4
11506,source,4.5,5.48,15747.0,n,157,NoC,6
11508,south,3.48,6.11,8472.0,n,165,NoC,5
11516,sovereignty,4.67,4.89,1214.0,n,12,NoC,11
11523,space,3.6,6.89,14119.0,n,140,NoC,5
11553,speaker,4.35,5.32,9456.0,n,101,NoC,7
11558,specialist,4.27,5.52,2728.0,n,51,NoC,10
11561,species,3.73,5.26,9555.0,n,96,NoC,7
11564,specimen,3.24,4.4,2536.0,n,25,NoC,8
11568,spectacle,4.4,5.61,1215.0,n,12,NoC,9
11570,spectator,3.44,5.58,1141.0,n,12,NoC,9
11572,spectrum,3.05,6.65,1773.0,n,20,NoC,8
11574,speculation,4.75,4.67,1859.0,n,19,NoC,11
11575,speech,4.1,5.62,8860.0,n,89,NoC,6
11577,speed,6.8,6.71,1641.0,v,78,NoC,5
11582,spell,4.15,6.18,2181.0,v,18,NoC,5
11583,spelling,3.62,5.75,871.0,n,10,NoC,8
11588,sphere,4.0,6.21,1768.0,n,18,NoC,6
11594,spider,6.91,3.35,907.0,n,10,NoC,6
11602,spine,3.14,5.33,1310.0,n,15,NoC,5
11607,spirit,5.03,7.0,8384.0,n,84,NoC,6
11627,spokesman,2.9,4.9,4153.0,n,42,NoC,9
11630,sponsor,4.05,5.3,1713.0,v,12,NoC,7
11631,sponsorship,4.95,5.71,1197.0,n,12,NoC,11
11639,sport,4.7,6.95,8698.0,n,89,NoC,5
11646,spot,2.95,5.12,2301.0,v,54,NoC,4
11656,spread,4.15,5.57,6139.0,v,18,NoC,6
11659,spring,5.5,7.64,1777.0,v,63,NoC,6
11674,squad,4.33,5.35,2645.0,n,29,NoC,5
11675,squadron,4.25,4.4,1095.0,n,15,NoC,8
11678,square,3.33,5.11,974.0,v,51,NoC,6
11698,stability,2.64,6.18,2123.0,n,22,NoC,9
11703,stadium,5.25,5.53,1062.0,n,11,NoC,7
11704,staff,4.3,5.18,1055.0,v,227,NoC,5
11706,stage,3.76,5.67,20586.0,n,203,NoC,5
11714,staircase,3.3,5.2,1073.0,n,11,NoC,9
11718,stake,3.42,4.78,807.0,v,29,NoC,5
11724,stall,2.9,4.32,1308.0,n,14,NoC,5
11727,stamp,3.45,5.8,1276.0,v,17,NoC,5
11729,stance,2.86,6.1,1851.0,n,19,NoC,6
11730,stand,3.1,5.27,32899.0,v,26,NoC,5
11731,standard,3.61,4.76,15156.0,n,152,NoC,8
11741,star,5.5,7.47,8371.0,v,100,NoC,4
11754,start,4.81,6.41,41029.0,v,86,NoC,5
11764,state,3.29,5.73,11247.0,v,440,NoC,5
11766,statement,3.7,5.32,13990.0,n,140,NoC,9
11771,station,3.0,5.5,12328.0,n,137,NoC,7
11776,statue,2.82,5.95,1304.0,n,14,NoC,6
11778,status,3.83,4.89,8688.0,n,88,NoC,6
11779,statute,3.65,5.18,2038.0,n,22,NoC,7
11781,stay,3.14,6.14,19207.0,v,13,NoC,4
11791,steam,4.0,5.4,2335.0,n,29,NoC,5
11797,steel,3.86,4.95,3070.0,n,38,NoC,5
11803,stem,3.47,5.1,1368.0,v,14,NoC,4
11806,step,3.48,5.68,5459.0,v,139,NoC,4
11816,sterling,5.32,5.89,1238.0,a,16,NoC,8
11822,steward,2.57,5.06,1295.0,n,13,NoC,7
11824,stick,3.81,5.27,7079.0,v,26,NoC,5
11836,stimulus,4.7,5.63,2049.0,n,23,NoC,8
11848,stitch,3.36,4.95,1559.0,n,16,NoC,6
11850,stock,3.5,5.5,9170.0,n,92,NoC,5
11859,stomach,3.76,4.53,2985.0,n,31,NoC,7
11862,stone,3.25,4.81,10076.0,n,112,NoC,5
11866,stool,2.39,4.47,1036.0,n,11,NoC,5
11868,stop,4.14,4.73,25066.0,v,24,NoC,4
11872,storage,3.68,4.95,2970.0,n,30,NoC,7
11873,store,3.43,5.94,3253.0,v,59,NoC,5
11876,storm,5.86,5.74,840.0,v,27,NoC,5
11878,story,3.52,7.27,18418.0,n,184,NoC,5
11889,strain,4.78,3.71,1378.0,v,29,NoC,6
11891,strand,3.27,5.0,1496.0,n,14,NoC,6
11893,stranger,5.8,4.09,2316.0,n,23,NoC,8
11901,strategy,4.15,5.95,8895.0,n,89,NoC,8
11903,straw,2.35,5.89,1368.0,n,15,NoC,5
11907,stream,4.35,6.9,3321.0,n,34,NoC,6
11909,street,3.45,5.07,14622.0,n,243,NoC,6
11912,strength,5.3,6.73,8228.0,n,83,NoC,8
11916,stress,4.72,1.79,4018.0,v,42,NoC,6
11918,stretch,4.73,5.0,4417.0,v,16,NoC,7
11924,strike,5.52,3.06,8049.0,v,50,NoC,6
11926,striker,5.72,3.73,1685.0,n,17,NoC,7
11927,string,3.8,5.25,4121.0,n,41,NoC,6
11930,strip,5.27,4.68,1747.0,v,24,NoC,5
11936,stroke,4.95,4.19,1275.0,v,19,NoC,6
11942,structure,4.0,5.68,886.0,v,181,NoC,9
11944,struggle,5.9,3.0,3729.0,v,44,NoC,8
11951,student,4.25,6.41,22237.0,n,222,NoC,7
11952,studio,4.79,6.24,8397.0,n,84,NoC,6
11953,study,2.55,5.78,9100.0,v,327,NoC,5
11954,stuff,3.52,5.86,1495.0,v,69,NoC,5
11969,style,4.6,6.81,12697.0,n,127,NoC,5
11982,subject,4.2,5.33,1409.0,v,256,NoC,7
11991,submission,4.29,4.6,1534.0,n,16,NoC,10
11998,subscription,3.05,5.29,1112.0,n,11,NoC,12
12002,subsidiary,3.38,4.8,1752.0,n,18,NoC,10
12004,substance,3.62,4.29,3480.0,n,35,NoC,9
12009,substitute,3.59,4.91,1336.0,v,14,NoC,10
12017,suburb,4.25,5.52,1034.0,n,11,NoC,6
12023,success,5.8,7.49,14330.0,n,143,NoC,7
12025,succession,3.74,4.52,1877.0,n,19,NoC,10
12026,successor,4.59,6.11,1973.0,n,20,NoC,9
12040,sugar,5.29,6.56,3556.0,n,38,NoC,5
12042,suggestion,4.18,5.79,5169.0,n,52,NoC,10
12045,suicide,6.21,1.58,1771.0,n,19,NoC,7
